Time,Air Temperature Primary (°C),Air Temperature Primary (F),Relative Humidity (%),Atmospheric Pressure (kPa),Vapor Pressure (kPa),Rain Bucket Capacity (mL),Rain Bucket Tips per Minute,Calculated Fallen Rain (mm),Calculated Fallen Rain (in),Wind Speed (m/s),Wind Speed (mph),Wind Direction (°),Wind Gust (m/s),Wind Gust (mph),North Wind Speed (m/s),North Wind Speed (mph),East Wind Speed (m/s),East Wind Speed (mph),Air Temperature Secondary (°C),Air Temperature Secondary (F),Calibrated Counts VWC 1,Soil Moisture 1 (VWC),Electrical Conductivity 1 (dS/m),Soil Temperature 1 (°C),Soil Temperature 1 (F),Calibrated Counts VWC 2,Soil Moisture 2 (VWC),Electrical Conductivity 2 (dS/m),Soil Temperature 2 (°C),Soil Temperature 2 (F),Latitude,Longitude,X Orientation,Y Orientation
2023-07-30T07:34:29.000Z,24,75.2,92,100.37,2.73,5,0,0,0,1.34,3,327.1,2.34,5.23,1.12,2.51,-0.73,-1.63,24.1,75.38,2548.02,29.28,181,27.2,80.96,2568.09,30.06,190,28.4,83.12,38.84788250000001,-90.45752734374997,-3.7,0.5
2023-07-30T07:49:29.000Z,24.3,75.74,89,100.38,2.72,5,0,0,0,1.27,2.84,350,2.42,5.41,1.26,2.82,-0.22,-0.49,24.5,76.1,2549.07,29.32,180,27.1,80.78,2567.67,30.04,191,28.3,82.94,38.84788250000001,-90.45752734374997,-3.7,0.5
2023-07-30T08:04:29.000Z,24.6,76.28,88,100.38,2.73,5,0,0,0,1.88,4.21,347.2,3.39,7.58,1.84,4.12,-0.42,-0.94,24.9,76.82,2548.16,29.28,181,27.1,80.78,2567.57,30.04,191,28.3,82.94,38.84788250000001,-90.45752734374997,-3.7,0.5
2023-07-30T08:19:29.000Z,25.2,77.36,87,100.37,2.8,5,0,0,0,1.92,4.29,332.7,3.3,7.38,1.7,3.8,-0.88,-1.97,25.3,77.54,2548.59,29.3,181,27.1,80.78,2566.02,29.98,190,28.3,82.94,38.84788250000001,-90.45752734374997,-3.8,0.2
2023-07-30T08:25:51.655Z,27.94,82.3,73,100.02,2.64,5,0.73,0.18,0.01,1.68,3.77,227.65,3.43,7.67,0.07,0.16,-0.67,-1.49,28.13,82.63,2378.7,22.71,132.04,30.67,87.2,2354.38,21.77,106.86,29.31,84.76,38.84785400259082,-90.45753139167729,-3.66,0.29
2023-07-30T08:34:29.000Z,25.5,77.9,88,100.36,2.86,5,0,0,0,2.13,4.76,347.7,3.4,7.61,2.08,4.65,-0.45,-1.01,25.8,78.44,2548.21,29.29,181,27.1,80.78,2566.39,29.99,190,28.2,82.76,38.84788250000001,-90.45752734374997,-3.7,0.3
2023-07-30T08:49:29.000Z,25.8,78.44,85,100.35,2.82,5,0,0,0,2.16,4.83,352.4,4.38,9.8,2.14,4.79,-0.29,-0.65,26.3,79.34,2548.6,29.3,181,27,80.6,2566.45,29.99,189,28.2,82.76,38.84788250000001,-90.45752734374997,-3.6,0.4
2023-07-30T09:04:29.000Z,26.3,79.34,79,100.33,2.7,5,0,0,0,1.88,4.21,21.9,4.77,10.67,1.74,3.89,0.7,1.57,26.8,80.24,2548.46,29.29,182,27.1,80.78,2565.83,29.97,190,28.2,82.76,38.84788250000001,-90.45752734374997,-3.9,0.2
2023-07-30T09:19:29.000Z,26.5,79.7,77,100.34,2.67,5,0,0,0,2.2,4.92,3.4,3.93,8.79,2.2,4.92,0.13,0.29,27.1,80.78,2547.68,29.26,182,27.1,80.78,2565.91,29.97,188,28.1,82.58,38.84788250000001,-90.45752734374997,-3.9,0.2
2023-07-30T09:34:29.000Z,26.6,79.88,75,100.33,2.61,5,0,0,0,2.18,4.88,27.2,4.14,9.26,1.94,4.34,1,2.24,27.2,80.96,2548.13,29.28,182,27.1,80.78,2564.48,29.92,188,28.1,82.58,38.84788250000001,-90.45752734374997,-3.6,0.4
2023-07-30T09:49:29.000Z,27.1,80.78,75,100.35,2.67,5,0,0,0,2.41,5.39,8.7,4.32,9.66,2.38,5.32,0.36,0.81,27.7,81.86,2547.09,29.24,181,27.2,80.96,2563.7,29.89,190,28.1,82.58,38.84788250000001,-90.45752734374997,-3.4,0.2
2023-07-30T10:04:29.000Z,27,80.6,77,100.35,2.74,5,0,0,0,2.19,4.9,1.5,4.05,9.06,2.19,4.9,0.06,0.13,27.8,82.04,2547.9,29.27,181,27.2,80.96,2564.6,29.92,189,28,82.4,38.84788250000001,-90.45752734374997,-3.7,0.5
2023-07-30T10:19:29.000Z,27.3,81.14,75,100.33,2.72,5,0,0,0,1.79,4,354.6,3.89,8.7,1.79,4,-0.17,-0.38,28,82.4,2546.7,29.23,183,27.3,81.14,2563.68,29.89,189,28,82.4,38.84788250000001,-90.45752734374997,-3.7,0.3
2023-07-30T10:34:29.000Z,27.7,81.86,67,100.33,2.49,5,0,0,0,1.78,3.98,359.3,3.99,8.93,1.78,3.98,-0.02,-0.04,28.2,82.76,2546.83,29.23,182,27.3,81.14,2564.21,29.91,188,28,82.4,38.84788250000001,-90.45752734374997,-3.5,0.4
2023-07-30T10:49:29.000Z,27.8,82.04,71,100.33,2.67,5,0,0,0,1.8,4.03,13.1,3.39,7.58,1.76,3.94,0.41,0.92,28.4,83.12,2546.24,29.21,182,27.4,81.32,2562.03,29.82,189,28,82.4,38.84788250000001,-90.45752734374997,-3.7,0.4
2023-07-30T11:04:29.000Z,28.1,82.58,65,100.33,2.46,5,0,0,0,1.43,3.2,321.6,3.58,8.01,1.12,2.51,-0.89,-1.99,28.8,83.84,2545.51,29.18,182,27.5,81.5,2561.67,29.81,189,27.9,82.22,38.84788250000001,-90.45752734374997,-3.7,0.3
2023-07-30T11:19:29.000Z,28.3,82.94,66,100.31,2.56,5,0,0,0,1.69,3.78,342.2,3.19,7.14,1.61,3.6,-0.52,-1.16,29,84.2,2545.09,29.16,182,27.6,81.68,2561.1,29.79,188,27.9,82.22,38.84788250000001,-90.45752734374997,-3.6,0.2
2023-07-30T11:25:51.801Z,27.94,82.3,73,100.02,2.64,5,0.73,0.18,0.01,1.68,3.77,227.65,3.43,7.67,0.07,0.16,-0.67,-1.49,28.13,82.63,2378.7,22.71,132.04,30.67,87.2,2354.38,21.77,106.86,29.31,84.76,38.84785400259082,-90.45753139167729,-3.66,0.29
2023-07-30T11:34:29.000Z,28.5,83.3,66,100.31,2.57,5,0,0,0,1.55,3.47,345.9,2.99,6.69,1.5,3.36,-0.38,-0.85,29,84.2,2544.73,29.15,182,27.7,81.86,2562.36,29.83,189,27.9,82.22,38.84788250000001,-90.45752734374997,-3.8,0.4
2023-07-30T11:49:29.000Z,28.3,82.94,68,100.3,2.62,5,0,0,0,1.9,4.25,335.6,3.42,7.65,1.73,3.87,-0.79,-1.77,29.2,84.56,2542.88,29.08,183,27.9,82.22,2561.47,29.8,188,27.9,82.22,38.84788250000001,-90.45752734374997,-3.6,0.3
2023-07-30T12:04:29.000Z,28.5,83.3,62,100.3,2.43,5,0,0,0,1.86,4.16,347.5,3.76,8.41,1.82,4.07,-0.4,-0.89,29.1,84.38,2543.26,29.09,181,28,82.4,2560.75,29.77,188,27.9,82.22,38.84788250000001,-90.45752734374997,-3.7,0.4
2023-07-30T12:19:29.000Z,28.7,83.66,61,100.28,2.41,5,0,0,0,1.67,3.74,33.5,3.5,7.83,1.39,3.11,0.92,2.06,29.5,85.1,2543.51,29.1,183,28.1,82.58,2559.7,29.73,188,27.8,82.04,38.84788250000001,-90.45752734374997,-3.5,0.4
2023-07-30T12:34:29.000Z,28.7,83.66,63,100.3,2.47,5,0,0,0,1.92,4.29,15.2,4.21,9.42,1.86,4.16,0.5,1.12,29.4,84.92,2542.64,29.07,182,28.3,82.94,2559.76,29.73,188,27.8,82.04,38.84788250000001,-90.45752734374997,-3.7,0.2
2023-07-30T12:49:29.000Z,29.5,85.1,61,100.28,2.52,5,0,0,0,1.21,2.71,328.5,3.02,6.76,1.03,2.3,-0.63,-1.41,29.9,85.82,2541.93,29.04,183,28.4,83.12,2559.88,29.74,188,27.8,82.04,38.84788250000001,-90.45752734374997,-3.7,0.4
2023-07-30T13:04:29.000Z,30,86,61,100.26,2.57,5,0,0,0,1.41,3.15,0,2.9,6.49,1.41,3.15,0,0,30,86,2541.41,29.02,183,28.6,83.48,2559.75,29.73,188,27.8,82.04,38.84788250000001,-90.45752734374997,-3.5,0.4
2023-07-30T13:19:29.000Z,29.6,85.28,64,100.26,2.65,5,0,0,0,1.55,3.47,356.2,3.14,7.02,1.55,3.47,-0.1,-0.22,30.3,86.54,2540.19,28.97,182,28.7,83.66,2558.47,29.68,188,27.8,82.04,38.84788250000001,-90.45752734374997,-3.6,0.2
2023-07-30T13:34:29.000Z,29.7,85.46,54,100.24,2.24,5,0,0,0,1.83,4.09,8.6,3.41,7.63,1.81,4.05,0.27,0.6,30.3,86.54,2539.86,28.96,184,28.9,84.02,2557.83,29.66,188,27.8,82.04,38.84788250000001,-90.45752734374997,-3.4,0.4
